JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460593.09767,7.375,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.031,Z,,9.122,,SX PHE,AAVSO,STD,,,,
2460593.09877,7.391,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.032,Z,,9.111,,SX PHE,AAVSO,STD,,,,
2460593.09893,7.432,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.032,Z,,9.200,,SX PHE,AAVSO,STD,,,,
2460593.09909,7.426,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.032,Z,,9.135,,SX PHE,AAVSO,STD,,,,
2460593.09941,7.369,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.032,Z,,9.140,,SX PHE,AAVSO,STD,,,,
2460593.09956,7.403,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.033,Z,,9.139,,SX PHE,AAVSO,STD,,,,
2460593.10037,7.381,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.034,Z,,9.212,,SX PHE,AAVSO,STD,,,,
2460593.10053,7.337,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.034,Z,,9.149,,SX PHE,AAVSO,STD,,,,
2460593.10069,7.348,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.034,Z,,9.132,,SX PHE,AAVSO,STD,,,,
2460593.10369,7.215,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.038,Z,,9.128,,SX PHE,AAVSO,STD,,,,
2460593.10386,7.188,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.038,Z,,9.166,,SX PHE,AAVSO,STD,,,,
2460593.10402,7.229,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.038,Z,,9.186,,SX PHE,AAVSO,STD,,,,
2460593.10494,7.103,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.040,Z,,9.088,,SX PHE,AAVSO,STD,,,,
2460593.10511,7.139,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.040,Z,,9.132,,SX PHE,AAVSO,STD,,,,
2460593.10527,7.081,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.040,Z,,9.178,,SX PHE,AAVSO,STD,,,,
2460593.10543,7.033,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.039,Z,,9.148,,SX PHE,AAVSO,STD,,,,
2460593.10665,6.912,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.042,Z,,9.192,,SX PHE,AAVSO,STD,,,,
2460593.10682,6.937,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.042,Z,,9.197,,SX PHE,AAVSO,STD,,,,
2460593.10698,6.912,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.042,Z,,9.151,,SX PHE,AAVSO,STD,,,,
2460593.10714,6.978,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.042,Z,,9.204,,SX PHE,AAVSO,STD,,,,
2460593.10840,6.876,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.044,Z,,9.146,,SX PHE,AAVSO,STD,,,,
2460593.10856,6.852,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.044,Z,,9.190,,SX PHE,AAVSO,STD,,,,
2460593.10872,6.899,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.044,Z,,9.130,,SX PHE,AAVSO,STD,,,,
2460593.10888,6.894,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.044,Z,,9.179,,SX PHE,AAVSO,STD,,,,
2460593.11022,6.871,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.047,Z,,9.175,,SX PHE,AAVSO,STD,,,,
2460593.11038,6.858,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.047,Z,,9.130,,SX PHE,AAVSO,STD,,,,
2460593.11054,6.835,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.047,Z,,9.165,,SX PHE,AAVSO,STD,,,,
2460593.11070,6.857,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.047,Z,,9.169,,SX PHE,AAVSO,STD,,,,
2460593.11192,6.840,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.049,Z,,9.106,,SX PHE,AAVSO,STD,,,,
2460593.11208,6.900,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.050,Z,,9.192,,SX PHE,AAVSO,STD,,,,
2460593.11225,6.918,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.049,Z,,9.164,,SX PHE,AAVSO,STD,,,,
2460593.11365,6.933,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.052,Z,,9.175,,SX PHE,AAVSO,STD,,,,
2460593.11381,6.942,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.052,Z,,9.155,,SX PHE,AAVSO,STD,,,,
2460593.11397,6.944,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.052,Z,,9.151,,SX PHE,AAVSO,STD,,,,
2460593.11522,7.018,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.055,Z,,9.184,,SX PHE,AAVSO,STD,,,,
2460593.11538,6.941,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.055,Z,,9.078,,SX PHE,AAVSO,STD,,,,
2460593.11554,6.943,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.055,Z,,9.161,,SX PHE,AAVSO,STD,,,,
2460593.11570,6.991,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.055,Z,,9.146,,SX PHE,AAVSO,STD,,,,
2460593.11690,7.067,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.057,Z,,9.171,,SX PHE,AAVSO,STD,,,,
2460593.11706,7.068,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.058,Z,,9.136,,SX PHE,AAVSO,STD,,,,
2460593.11722,7.023,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.057,Z,,9.105,,SX PHE,AAVSO,STD,,,,
2460593.11840,7.112,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.060,Z,,9.176,,SX PHE,AAVSO,STD,,,,
2460593.11856,7.145,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.060,Z,,9.194,,SX PHE,AAVSO,STD,,,,
2460593.11872,7.106,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.060,Z,,9.157,,SX PHE,AAVSO,STD,,,,
2460593.11951,7.122,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.061,Z,,9.110,,SX PHE,AAVSO,STD,,,,
2460593.12063,7.206,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.064,Z,,9.143,,SX PHE,AAVSO,STD,,,,
2460593.12080,7.192,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.064,Z,,9.171,,SX PHE,AAVSO,STD,,,,
2460593.12213,7.228,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.067,Z,,9.177,,SX PHE,AAVSO,STD,,,,
2460593.12229,7.222,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.067,Z,,9.142,,SX PHE,AAVSO,STD,,,,
2460593.12246,7.228,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.067,Z,,9.134,,SX PHE,AAVSO,STD,,,,
2460593.12310,7.282,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.068,Z,,9.180,,SX PHE,AAVSO,STD,,,,
2460593.12325,7.243,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.069,Z,,9.140,,SX PHE,AAVSO,STD,,,,
2460593.12372,7.237,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.069,Z,,9.131,,SX PHE,AAVSO,STD,,,,
2460593.12379,7.245,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.070,Z,,9.100,,SX PHE,AAVSO,STD,,,,
2460593.12385,7.267,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.070,Z,,9.158,,SX PHE,AAVSO,STD,,,,
2460593.12391,7.270,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.070,Z,,9.143,,SX PHE,AAVSO,STD,,,,
2460593.12425,7.235,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.070,Z,,9.115,,SX PHE,AAVSO,STD,,,,
2460593.12442,7.297,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.070,Z,,9.171,,SX PHE,AAVSO,STD,,,,
2460593.12548,7.363,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.072,Z,,9.130,,SX PHE,AAVSO,STD,,,,
2460593.12562,7.312,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.073,Z,,9.119,,SX PHE,AAVSO,STD,,,,
2460593.12624,7.276,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.074,Z,,9.126,,SX PHE,AAVSO,STD,,,,
2460593.12630,7.318,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.074,Z,,9.184,,SX PHE,AAVSO,STD,,,,
2460593.12656,7.320,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.075,Z,,9.134,,SX PHE,AAVSO,STD,,,,
2460593.12805,7.295,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.078,Z,,9.084,,SX PHE,AAVSO,STD,,,,
2460593.12822,7.339,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.079,Z,,9.140,,SX PHE,AAVSO,STD,,,,
2460593.12936,7.406,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.081,Z,,9.158,,SX PHE,AAVSO,STD,,,,
2460593.12952,7.392,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.081,Z,,9.167,,SX PHE,AAVSO,STD,,,,
2460593.13188,7.416,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.086,Z,,9.179,,SX PHE,AAVSO,STD,,,,
2460593.13195,7.396,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.086,Z,,9.141,,SX PHE,AAVSO,STD,,,,
2460593.13201,7.462,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.086,Z,,9.178,,SX PHE,AAVSO,STD,,,,
2460593.13207,7.349,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.086,Z,,9.129,,SX PHE,AAVSO,STD,,,,
2460593.13227,7.386,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.086,Z,,9.161,,SX PHE,AAVSO,STD,,,,
2460593.13244,7.432,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.086,Z,,9.180,,SX PHE,AAVSO,STD,,,,
2460593.13260,7.396,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.086,Z,,9.155,,SX PHE,AAVSO,STD,,,,
2460593.13351,7.446,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.089,Z,,9.170,,SX PHE,AAVSO,STD,,,,
2460593.13363,7.415,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.090,Z,,9.236,,SX PHE,AAVSO,STD,,,,
2460593.13379,7.431,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.090,Z,,9.183,,SX PHE,AAVSO,STD,,,,
2460593.13395,7.435,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.089,Z,,9.178,,SX PHE,AAVSO,STD,,,,
2460593.13535,7.416,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.094,Z,,9.185,,SX PHE,AAVSO,STD,,,,
2460593.13581,7.386,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.094,Z,,9.170,,SX PHE,AAVSO,STD,,,,
2460593.13617,7.405,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.095,Z,,9.166,,SX PHE,AAVSO,STD,,,,
2460593.13623,7.397,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.096,Z,,9.069,,SX PHE,AAVSO,STD,,,,
2460593.13630,7.434,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.096,Z,,9.130,,SX PHE,AAVSO,STD,,,,
2460593.13636,7.464,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.096,Z,,9.163,,SX PHE,AAVSO,STD,,,,
2460593.13652,7.463,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.096,Z,,9.155,,SX PHE,AAVSO,STD,,,,
2460593.13658,7.472,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.096,Z,,9.192,,SX PHE,AAVSO,STD,,,,
2460593.13664,7.409,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.097,Z,,9.130,,SX PHE,AAVSO,STD,,,,
2460593.13671,7.384,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.097,Z,,9.178,,SX PHE,AAVSO,STD,,,,
2460593.13677,7.430,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.097,Z,,9.160,,SX PHE,AAVSO,STD,,,,
2460593.13693,7.444,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.097,Z,,9.150,,SX PHE,AAVSO,STD,,,,
2460593.13710,7.479,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.098,Z,,9.172,,SX PHE,AAVSO,STD,,,,
2460593.13726,7.426,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.099,Z,,9.122,,SX PHE,AAVSO,STD,,,,
2460593.13742,7.421,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.099,Z,,9.131,,SX PHE,AAVSO,STD,,,,
2460593.13823,7.438,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.100,Z,,9.133,,SX PHE,AAVSO,STD,,,,
2460593.13840,7.484,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.100,Z,,9.164,,SX PHE,AAVSO,STD,,,,
2460593.13856,7.507,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.100,Z,,9.198,,SX PHE,AAVSO,STD,,,,
2460593.13883,7.439,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.101,Z,,9.141,,SX PHE,AAVSO,STD,,,,
2460593.14010,7.419,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.106,Z,,9.129,,SX PHE,AAVSO,STD,,,,
2460593.14062,7.498,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.106,Z,,9.169,,SX PHE,AAVSO,STD,,,,
2460593.14068,7.476,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.106,Z,,9.156,,SX PHE,AAVSO,STD,,,,
2460593.14085,7.453,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.106,Z,,9.188,,SX PHE,AAVSO,STD,,,,
2460593.14091,7.472,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.106,Z,,9.183,,SX PHE,AAVSO,STD,,,,
2460593.14097,7.396,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.106,Z,,9.114,,SX PHE,AAVSO,STD,,,,
2460593.14104,7.458,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.107,Z,,9.141,,SX PHE,AAVSO,STD,,,,
2460593.14110,7.489,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.107,Z,,9.208,,SX PHE,AAVSO,STD,,,,
2460593.14126,7.398,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.107,Z,,9.098,,SX PHE,AAVSO,STD,,,,
2460593.14142,7.428,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.107,Z,,9.145,,SX PHE,AAVSO,STD,,,,
2460593.14194,7.487,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.109,Z,,9.153,,SX PHE,AAVSO,STD,,,,
2460593.14210,7.496,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.110,Z,,9.169,,SX PHE,AAVSO,STD,,,,
2460593.14226,7.465,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.111,Z,,9.173,,SX PHE,AAVSO,STD,,,,
2460593.14242,7.458,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.112,Z,,9.132,,SX PHE,AAVSO,STD,,,,
2460593.14291,7.483,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.112,Z,,9.176,,SX PHE,AAVSO,STD,,,,
2460593.14543,7.495,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.118,Z,,9.112,,SX PHE,AAVSO,STD,,,,
2460593.14549,7.439,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.118,Z,,9.123,,SX PHE,AAVSO,STD,,,,
2460593.14576,7.516,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.118,Z,,9.206,,SX PHE,AAVSO,STD,,,,
2460593.14592,7.433,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.118,Z,,9.165,,SX PHE,AAVSO,STD,,,,
2460593.14700,7.414,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.122,Z,,9.093,,SX PHE,AAVSO,STD,,,,
2460593.14707,7.465,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.122,Z,,9.168,,SX PHE,AAVSO,STD,,,,
2460593.14727,7.428,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.123,Z,,9.159,,SX PHE,AAVSO,STD,,,,
2460593.14743,7.498,0.0297,,TG,MANO,,ENSEMBLE,?,,ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED TO JOHNSON-V. ),0,1.122,Z,,9.180,,SX PHE,AAVSO,STD,,,,
